Area,Production,Rainfall,Season,Temperature,Crop,pH,Nitrogen(kg/ha),ElectricalConductivity(ds/m)
4237.0,10105.0,82.97200000000002,Rabi,22.771,Rice,5.4,203.0,2.8
62984.0,116023.0,21.25375,Rabi,20.262,Wheat,6.2,465.0,2.2
30700.0,10400.0,195.933,Kharif,28.041,Moong(Green Gram),5.2,381.0,1.4
8740.0,3585.0,85.45366666666666,Kharif,27.57466666666667,Urad,5.1,341.0,1.2
50465.0,108280.0,161.5876666666666,Kharif,26.89366666666666,Maize,5.6,263.0,3.3
15800.0,8400.0,195.933,Kharif,28.041,Sesamum,5.2,359.0,2.8
12887.0,3132.0,141.18866666666668,Kharif,27.534,Sesamum,6.7,398.0,3.0
41337.0,20544.0,3.562,Rabi,21.03375,Rapeseed &Mustard,6.1,231.0,2.5
12200.0,2500.0,266.786,Kharif,26.43933333333333,Moong(Green Gram),5.9,307.0,1.6
17881.0,1696.0,35.851,Rabi,24.17125,Gram,5.8,370.0,2.7
167700.0,138700.0,9.16125,Rabi,23.966,Jowar,5.9,456.0,2.5
534.0,161.0,135.165,Kharif,28.72866666666667,Moong(Green Gram),5.4,435.0,4.8
3156.77,4299.52,76.7535,Autumn,23.35825,Maize,6.2,354.0,3.7
40836.0,81164.0,251.0103333333333,Kharif,29.093000000000004,Groundnut,7.2,254.0,1.5
3079.0,6370.0,161.4416666666667,Kharif,20.075,Maize,5.8,224.0,1.8
140.0,210.0,337.45866666666666,Kharif,23.364,Groundnut,6.3,484.0,1.5
149.0,26.5,252.3055,Summer,28.863000000000003,Urad,7.5,495.0,1.4
8.0,0.5,202.51566666666668,Kharif,28.43533333333334,Sesamum,5.6,439.0,5.5
3736.0,374300.0,114.7368919833462,Whole Year,23.62169090792181,Sugarcane,5.4,335.0,5.5
6773.0,2081.0,78.02,Kharif,28.14766666666667,Arhar/Tur,7.1,435.0,4.7
4.0,12.4,6.007999999999999,Winter,22.57225,Potato,7.3,359.0,3.3
56735.0,133441.0,134.11333333333332,Kharif,28.55966666666667,Rice,5.1,282.0,5.6
11.0,1223.2,18.45,Winter,22.374,Sugarcane,7.0,343.0,1.5
200.0,100.0,1.74,Rabi,19.42125,Gram,6.2,217.0,5.0
212.0,415.0,285.017,Kharif,20.557,Jowar,7.4,305.0,4.8
153.0,103.0,36.41725,Rabi,23.81775,Urad,7.2,307.0,5.0
1090.0,8270.0,163.8445176407509,Whole Year,28.39113136440115,Onion,7.3,412.0,3.0
35899.0,758941.0,26.66475,Rabi,19.74775,Potato,6.6,220.0,4.1
33.0,5.0,104.9813333333333,Kharif,29.39033333333333,Sesamum,7.1,351.0,5.3
76.0,21.4,281.05325,Summer,26.4965,Urad,5.7,336.0,4.8
106445.0,83699.0,170.6196666666667,Kharif,28.232,Rice,5.7,428.0,5.6
27000.0,43000.0,88.69675,Rabi,24.02125,Groundnut,6.3,400.0,2.1
79.0,804.0,102.25075,Summer,31.53925,Onion,6.4,470.0,4.8
27722.0,45740.0,13.774,Rabi,18.777,Wheat,5.0,433.0,5.1
186.0,12296.0,67.30790104166668,Whole Year,30.15099768518519,Sugarcane,7.1,229.0,3.3
5600.0,12000.0,156.84333333333333,Kharif,29.485,Rice,6.3,405.0,1.5
95.0,91.0,1.49,Rabi,23.274,Rapeseed &Mustard,7.1,343.0,2.7
98.0,249.0,224.31233333333333,Kharif,26.74733333333333,Maize,6.7,490.0,2.2
21321.0,95130.0,198.81766666666667,Kharif,24.92766666666667,Maize,7.5,435.0,3.3
3779.0,7675.0,3.18225,Rabi,21.77725,Rapeseed &Mustard,6.6,498.0,3.3
400.0,640.0,27.9735,Rabi,16.385,Wheat,5.1,461.0,3.7
598.0,374.0,192.4656666666666,Kharif,26.87533333333333,Arhar/Tur,5.2,376.0,1.9
97.0,30.6,9.74975,Winter,22.86525,Moong(Green Gram),6.6,288.0,5.7
93.0,50.7,29.16800000000001,Kharif,22.62766666666667,Urad,5.3,344.0,2.7
45.0,3.4,2.45375,Winter,23.9245,Rapeseed &Mustard,7.0,484.0,2.5
20.0,40.0,148.76666666666668,Kharif,28.13333333333334,Maize,5.9,463.0,2.9
5767.0,1073.0,205.114,Kharif,27.88233333333334,Sesamum,6.4,224.0,3.5
1.0,77012.30591908224,270.36125,Summer,25.66175,Urad,7.2,400.0,3.3
22070.0,51379.0,163.44733333333332,Kharif,24.77266666666667,Groundnut,7.0,271.0,1.4
779.0,220.0,80.437,Kharif,29.303,Moong(Green Gram),5.0,258.0,1.6
1274.0,1324.0,18.666,Rabi,22.41525,Wheat,6.3,205.0,2.3
3.0,1.0,38.83133333333333,Kharif,29.482,Arhar/Tur,5.9,205.0,3.1
15159.0,30606.0,70.4445,Rabi,20.4855,Wheat,6.0,388.0,1.4
46486.0,126610.0,264.802,Summer,28.768,Rice,7.0,429.0,4.0
70.0,27.0,169.99400000000003,Kharif,28.38,Moong(Green Gram),6.9,449.0,2.0
68477.0,110116.0,24.662,Rabi,16.4235,Wheat,6.6,365.0,1.4
15.0,8.0,216.08133333333333,Kharif,27.90533333333333,Jowar,5.6,382.0,3.5
168.0,274.0,10.50975,Rabi,19.186,Maize,5.7,471.0,5.3
2.0,1.0,13.182262615830052,Whole Year,28.877723792558843,Potato,6.2,299.0,2.6
1863.0,101904.0,21.42503442483282,Whole Year,27.787481513631693,Sugarcane,5.4,479.0,4.2
179380.0,245463.0,169.21166666666667,Kharif,27.78766666666667,Maize,7.3,329.0,2.2
17659.0,5209.4,225.91325,Summer,29.13125,Moong(Green Gram),5.8,288.0,2.8
53.0,161.0,108.12428554004309,Whole Year,27.834626947431737,Potato,7.0,273.0,4.7
248.0,506.0,120.65875,Rabi,23.4465,Wheat,6.9,468.0,2.2
1000.0,1000.0,10.1945,Rabi,17.9815,Rapeseed &Mustard,5.8,415.0,1.9
1503.0,19875.0,57.835128022537965,Whole Year,23.9380289000209,Potato,6.4,476.0,3.4
865.0,1358.0,68.50175,Rabi,24.13975,Dry chillies,7.3,229.0,1.8
35241.0,7813.0,151.933,Kharif,27.409,Urad,6.2,304.0,2.5
14961.0,299923.0,109.966,Kharif,27.422666666666668,Onion,5.1,313.0,5.3
1597.0,1076.0,148.52966666666669,Kharif,27.726,Groundnut,6.3,229.0,1.5
574.0,627.1,122.0455,Autumn,23.954,Maize,5.3,252.0,1.3
2528.0,1637.0,175.83333333333331,Kharif,27.58433333333333,Arhar/Tur,7.2,263.0,2.9
3468.0,10408.0,326.29925,Summer,24.6295,Maize,7.0,205.0,5.2
66.0,52.0,57.284333333333336,Kharif,30.01766666666667,Jowar,6.6,317.0,2.2
4799.0,11809.0,60.3,Autumn,24.599,Maize,6.5,235.0,2.0
1826.0,1552.0,30.01325,Rabi,20.587,Rapeseed &Mustard,6.0,272.0,5.0
3940.0,393015.0,161.90962668109282,Whole Year,23.591639045935477,Sugarcane,5.0,486.0,3.0
1235.0,623.0,39.68425000000001,Rabi,20.96425,Rapeseed &Mustard,6.6,361.0,4.0
2063.0,178346.0,112.0912293716167,Whole Year,26.76049661648276,Sugarcane,7.1,289.0,2.3
422.0,198.0,3.92625,Rabi,14.44025,Rapeseed &Mustard,6.8,395.0,5.3
29.0,444.0,12.011,Rabi,20.8395,Onion,5.1,359.0,1.3
255.0,214.0,247.44775,Summer,29.06375,Moong(Green Gram),6.0,466.0,1.2
15137.0,24103.0,198.3023333333333,Kharif,25.43066666666667,Rice,5.8,263.0,1.8
2.0,77012.30591908224,242.55,Kharif,27.512,Urad,6.6,328.0,2.7
2.0,4.1,280.541,Summer,27.9855,Maize,5.3,218.0,4.1
64.0,97.0,136.5543333333333,Kharif,28.23966666666667,Jowar,6.4,302.0,3.8
62452.0,125000.0,12.17575,Rabi,19.0755,Rapeseed &Mustard,5.7,264.0,3.1
6850.0,132767.0,4.388999999999999,Rabi,20.034,Potato,6.9,234.0,5.6
4000.0,3400.0,236.536,Kharif,28.57033333333333,Arhar/Tur,6.9,330.0,5.5
510.0,431.0,78.68675,Rabi,23.30575,Rapeseed &Mustard,7.2,200.0,1.7
1878.0,4177.0,209.22,Kharif,28.369,Arhar/Tur,7.1,215.0,2.8
16300.0,19400.0,210.39066666666668,Kharif,22.10033333333334,Jowar,5.2,363.0,2.0
1400.0,668.0,256.6863333333334,Kharif,26.43466666666667,Arhar/Tur,6.3,213.0,5.2
5107.0,69423.0,76.17236419753084,Whole Year,28.671289592978397,Potato,7.0,232.0,2.0
19.0,3.0,114.339,Kharif,29.305,Sesamum,6.6,408.0,2.5
367.0,173.0,135.5413333333333,Kharif,27.37233333333333,Urad,7.1,216.0,3.0
174.0,9728.0,136.4483333333334,Kharif,28.651,Sugarcane,5.5,470.0,4.8
15004.0,44260.0,381.34425,Summer,21.174,Rice,6.9,300.0,3.5
25064.0,20377.0,106.214,Kharif,26.781,Jowar,5.5,281.0,3.9
66100.0,40400.0,122.91,Kharif,27.53266666666667,Arhar/Tur,7.2,481.0,2.3
152.0,2024.0,71.65207730635352,Whole Year,27.690959564046192,Sugarcane,6.7,313.0,2.6
45.0,2585.5,12.7315,Winter,23.049,Sugarcane,6.5,473.0,2.3
300.0,100.0,126.057,Kharif,27.34933333333333,Moong(Green Gram),5.3,473.0,2.3
564.0,416.0,130.41666666666669,Kharif,26.96933333333333,Rice,6.6,253.0,3.5
2973.0,990.0,141.969,Kharif,26.65833333333333,Sesamum,6.7,481.0,4.4
2451.0,2196.0,169.57933333333332,Kharif,28.78333333333333,Arhar/Tur,5.3,223.0,2.7
141.0,77.0,170.7045,Summer,31.33425,Moong(Green Gram),6.2,416.0,2.4
36504.0,24656.0,1.96175,Rabi,21.73675,Rapeseed &Mustard,6.4,491.0,2.3
11319.0,18548.0,66.99225,Autumn,23.91225,Maize,6.0,262.0,2.5
55.0,56.0,11.95875,Rabi,23.1015,Jowar,7.5,373.0,2.5
78760.0,54060.0,3.0205,Winter,24.8665,Rice,6.8,481.0,2.2
39969.0,2414.0,12.04525,Winter,20.116,Rice,6.7,246.0,2.8
49722.0,67224.0,10.70175,Rabi,19.269,Gram,6.8,240.0,4.0
338.0,158.0,31.40125,Rabi,25.10175,Sesamum,7.3,477.0,2.8
262000.0,363000.0,195.1683333333333,Kharif,25.955,Rice,6.6,355.0,1.4
1985.0,3297.1,278.24475,Summer,29.412,Groundnut,5.2,370.0,2.8
466.0,370.0,31.26325,Rabi,21.47875,Rapeseed &Mustard,5.7,455.0,2.1
5504.0,68720.0,102.7261254604017,Whole Year,27.322114158002318,Onion,5.8,495.0,1.5
740.0,360.0,170.93366666666668,Kharif,27.40766666666667,Sesamum,6.5,237.0,1.6
763.0,62448.5,14.4735,Winter,22.40525,Sugarcane,7.4,350.0,2.1
3014.0,1661.0,70.4445,Rabi,20.4855,Moong(Green Gram),7.1,477.0,3.6
119.0,57.0,30.99825,Rabi,21.00625,Moong(Green Gram),6.5,334.0,1.9
763.0,151.9,242.0913333333333,Kharif,26.87400000000001,Moong(Green Gram),5.8,216.0,4.7
610.0,1750.0,234.926,Kharif,22.32766666666666,Maize,6.0,208.0,3.6
91886.0,260481.0,154.43133333333333,Kharif,25.67466666666667,Maize,6.1,418.0,2.5
100.0,100.0,39.725666666666655,Kharif,29.01266666666666,Arhar/Tur,7.1,460.0,3.3
27278.0,65640.0,9.27,Winter,18.1185,Rice,6.7,289.0,1.2
1830.0,3115.0,56.206,Rabi,24.23825,Rice,6.7,370.0,5.0
30.0,1783.0,102.1480741277534,Whole Year,28.33934035166531,Sugarcane,6.8,406.0,3.0
78.0,2880.0,246.70010948587918,Whole Year,25.98460955535884,Sugarcane,5.2,360.0,5.2
5164.0,5435.0,178.331,Kharif,27.31733333333333,Jowar,7.2,244.0,4.8
225.0,2638.0,18.78,Rabi,19.8095,Onion,5.9,340.0,4.7
63.0,65.0,113.38814930555559,Whole Year,28.39391608796296,Dry chillies,5.8,422.0,5.7
47.0,719.0,6.5375,Rabi,20.0775,Onion,5.8,400.0,1.4
623.0,240.5,307.42125,Summer,29.22675,Sesamum,5.0,311.0,2.7
2207.0,6508.0,52.7545,Rabi,24.25625,Maize,6.0,301.0,5.6
199.0,642.0,39.76325,Rabi,24.24175,Maize,5.8,316.0,2.1
447.0,771.0,102.216,Kharif,28.05433333333333,Groundnut,5.7,331.0,4.1
6262.0,24164.0,519.3395,Summer,20.65075,Rice,6.1,351.0,2.4
3512.0,3815.0,142.9846666666666,Kharif,28.75066666666666,Arhar/Tur,6.4,201.0,5.7
37990.0,33451.0,135.868,Kharif,25.615,Jowar,6.9,307.0,4.6
21.0,16.0,274.8523333333333,Kharif,28.59066666666666,Moong(Green Gram),5.2,434.0,2.9
57912.0,180053.0,307.64,Summer,29.0225,Rice,6.2,454.0,5.5
31296.0,40160.0,15.882,Rabi,18.323,Wheat,6.5,381.0,4.8
216.0,97.0,58.93975,Rabi,24.42675,Moong(Green Gram),7.3,464.0,4.7
940.0,1000.0,12.75325,Rabi,14.91425,Rapeseed &Mustard,5.2,473.0,1.6
2400.0,800.0,96.93533333333332,Kharif,28.08333333333333,Urad,5.7,276.0,4.4
3165.0,1786.0,130.472,Kharif,28.90833333333333,Arhar/Tur,6.1,363.0,3.5
39000.0,94600.0,0.90925,Rabi,23.2735,Wheat,6.2,389.0,5.1
5200.0,7200.0,230.29,Summer,26.284,Groundnut,5.3,424.0,5.2
10490.0,3300.0,14.50775,Rabi,21.5855,Moong(Green Gram),5.9,280.0,2.6
27.0,1.0,158.59633333333332,Kharif,27.65833333333333,Moong(Green Gram),6.4,431.0,5.2
12504.0,23945.0,124.6403333333333,Kharif,27.451,Dry chillies,5.8,218.0,2.4
400.0,800.0,183.63466666666667,Kharif,27.06900000000001,Maize,5.0,255.0,1.6
513.0,35778.2,23.1165,Winter,22.39725,Sugarcane,6.6,243.0,4.2
93.0,1007.0,58.77783948957911,Whole Year,27.926036131731053,Onion,7.1,496.0,3.5
318.0,172.0,22.46025,Rabi,24.30325,Arhar/Tur,5.6,455.0,4.6
21.0,57.0,118.579,Summer,30.8085,Rice,6.8,489.0,5.5
6.0,180.0,117.47611129503339,Whole Year,28.53721901257904,Sugarcane,5.6,264.0,2.8
305.0,113.0,49.1815,Rabi,23.9895,Sesamum,6.4,277.0,5.4
120.0,4273.0,197.6314958334969,Whole Year,25.467445769434146,Sugarcane,7.2,408.0,1.9
121.0,319.0,97.00525,Summer,26.816,Dry chillies,6.0,436.0,4.3
1125.0,1248.0,172.6966666666667,Kharif,26.59533333333333,Groundnut,5.6,220.0,2.3
109232.0,299369.0,1.80225,Rabi,21.7,Wheat,5.6,241.0,4.2
1057.0,2029.0,17.687,Rabi,20.491,Maize,6.5,356.0,4.7
94.0,40.0,153.10833333333332,Kharif,27.32366666666667,Moong(Green Gram),5.8,321.0,3.2
2555.0,1804.0,134.6283333333333,Kharif,26.437,Arhar/Tur,5.8,482.0,1.9
60.0,80.0,27.835,Rabi,17.46025,Gram,5.6,313.0,3.4
21632.0,31475.0,4.35475,Rabi,20.08975,Rapeseed &Mustard,7.3,301.0,3.0
25100.0,14000.0,92.43433333333333,Kharif,27.34766666666667,Arhar/Tur,5.8,401.0,1.4
538.0,545.0,312.8716666666666,Kharif,27.76533333333333,Maize,7.0,230.0,3.9
6000.0,1200.0,39.92233333333333,Kharif,29.09266666666667,Sesamum,6.0,376.0,4.3
228.0,5623.0,67.11863799270192,Whole Year,27.498435631269288,Potato,5.3,340.0,1.4
3153.0,1454.0,19.5815,Rabi,20.7285,Rapeseed &Mustard,6.9,498.0,4.5
6.0,2.0,104.8043333333333,Kharif,29.29933333333333,Moong(Green Gram),6.4,277.0,2.6
18899.0,83099.0,183.99266666666668,Kharif,28.25066666666667,Dry chillies,5.7,408.0,2.9
6057.0,4458.0,13.7865,Rabi,20.654,Gram,7.3,382.0,2.9
626.0,729.0,69.53633333333333,Kharif,29.67366666666667,Groundnut,5.3,496.0,2.6
12127.0,45306.0,42.577,Rabi,24.93275,Dry chillies,7.3,255.0,3.6
1500.0,36528.0,3.50625,Rabi,21.965,Potato,6.7,442.0,4.6
61100.0,48200.0,34.8645,Rabi,23.66675,Gram,6.5,299.0,3.2
523.0,531.0,17.6495,Rabi,19.03125,Rapeseed &Mustard,5.4,258.0,2.6
1500.0,2600.0,219.408,Kharif,27.17766666666667,Maize,5.5,311.0,3.6
3715.0,3072.0,46.73825,Rabi,20.6855,Gram,5.6,225.0,3.7
47055.0,94468.0,18.6635,Rabi,20.538,Wheat,7.5,225.0,2.4
81527.0,233254.0,3.1015,Rabi,21.96225,Wheat,6.7,291.0,2.0
307150.0,783310.0,7.307,Winter,22.14075,Rice,5.9,233.0,5.4
20000.0,34000.0,59.8995,Rabi,24.10875,Wheat,5.2,224.0,1.9
1527.0,376.0,43.60033333333334,Kharif,29.31,Urad,6.6,389.0,1.4
313914.0,345995.0,212.7663333333333,Kharif,25.78833333333333,Rice,7.1,474.0,3.6
52.0,147.0,20.48825,Rabi,22.42575,Jowar,7.0,480.0,4.0
119.0,777.0,99.69992675379372,Whole Year,29.02696524562757,Potato,6.2,279.0,1.6
3.0,2.0,67.48535127409703,Whole Year,28.08959709250507,Dry chillies,7.4,224.0,2.5
36.0,46.8,47.57466666666667,Kharif,27.254,Sugarcane,7.0,439.0,4.7
1800.0,1305.0,209.22076245958615,Whole Year,26.772284673666658,Dry chillies,5.7,457.0,5.5
25060.0,32672.0,108.7836666666667,Kharif,19.041333333333327,Rice,5.4,498.0,3.1
44.0,516.0,30.79825,Rabi,20.785,Onion,7.4,325.0,4.1
100.0,200.0,138.3403333333333,Kharif,25.70300000000001,Maize,6.3,289.0,2.5
293.0,147.0,359.9086666666667,Kharif,26.449,Sesamum,5.7,427.0,5.2
21010.0,9980.0,135.8743333333333,Kharif,27.98566666666666,Arhar/Tur,5.9,416.0,5.5
263.0,189.0,113.17391691600339,Whole Year,27.91308491887072,Dry chillies,7.4,394.0,2.0
800.0,300.0,190.007,Kharif,27.05866666666667,Moong(Green Gram),7.5,200.0,1.5
707.0,5719.0,164.968101445221,Whole Year,22.998579594525108,Potato,7.4,211.0,2.6
6864.0,1558.1,8.741,Winter,22.61975,Moong(Green Gram),7.1,497.0,1.4
170696.0,439287.0,22.23475,Winter,21.5425,Rice,6.6,258.0,1.8
420.0,3344.0,202.0051108848024,Whole Year,21.533248578406358,Potato,6.1,205.0,4.1
571.0,77012.30591908224,73.752,Kharif,28.074,Jowar,6.3,242.0,1.5
26.0,730.0,82.71127893310938,Whole Year,27.684894272645348,Sugarcane,7.0,459.0,2.4
139.0,205.0,244.93325,Summer,30.06025,Rice,6.4,245.0,3.9
15370.0,35350.0,234.926,Kharif,22.32766666666666,Rice,6.4,378.0,1.8
400.0,200.0,47.559,Kharif,27.85266666666666,Arhar/Tur,6.2,447.0,4.1
20.0,86.0,177.88961709506816,Whole Year,23.167263993377066,Onion,6.6,273.0,2.5
166.0,116.0,121.5053333333333,Kharif,27.93733333333333,Urad,5.9,219.0,3.6
8858.0,62136.0,209.67760130848183,Whole Year,26.84385990155561,Potato,5.7,285.0,3.2
5757.0,7040.0,214.2346666666666,Kharif,27.369,Groundnut,7.1,342.0,5.2
1000.0,1000.0,5.6445,Rabi,19.41225,Gram,5.2,497.0,3.8
10.0,14.0,134.29125,Summer,30.166,Maize,5.5,268.0,5.4
4580.0,5300.0,37.43966666666667,Kharif,28.68933333333333,Arhar/Tur,6.5,401.0,3.9
31738.0,16503.0,96.544,Kharif,27.65266666666666,Jowar,7.0,378.0,5.3
2816.0,1518.0,230.4896666666666,Kharif,26.535,Rice,7.4,422.0,2.4
8920.0,3835.6,17.66225,Winter,24.39174999999999,Urad,6.1,480.0,1.6
47915.0,162081.0,100.0866666666667,Kharif,25.84866666666666,Rice,7.3,257.0,1.1
8400.0,3000.0,82.35000000000002,Kharif,29.08733333333333,Sesamum,7.1,458.0,4.6
19000.0,57000.0,39.82525,Rabi,24.0205,Maize,7.5,438.0,2.9
199.0,2710.0,94.23193395945862,Whole Year,19.290206368152013,Potato,5.2,364.0,5.0
1205.0,1073.7,43.595,Autumn,24.02,Groundnut,6.5,426.0,5.1
32643.0,149864.0,63.53175,Rabi,21.64575,Maize,5.8,453.0,1.7
9549.0,9210.0,145.48566666666667,Kharif,27.718000000000004,Moong(Green Gram),5.5,479.0,1.1
29373.0,68938.0,148.40966666666668,Kharif,27.261,Rice,5.2,207.0,5.2
2577.0,1806.0,136.4483333333334,Kharif,28.651,Jowar,7.0,420.0,4.3
6341.0,2017.0,106.6466666666667,Kharif,26.83433333333333,Urad,6.0,459.0,1.6
5445.0,2976.0,228.946,Kharif,27.77466666666666,Arhar/Tur,5.9,226.0,1.9
37154.0,33310.0,12.265999999999998,Rabi,20.66125,Gram,5.8,437.0,5.5
100.0,100.0,28.9175,Rabi,23.585,Jowar,7.2,370.0,4.5
7242.0,6445.0,230.8263333333333,Kharif,26.24433333333333,Rice,6.4,388.0,1.3
8838.0,13699.0,7.6895,Rabi,20.39475,Gram,5.9,384.0,3.3
472.0,127.4,268.2635,Summer,27.08475,Moong(Green Gram),5.8,420.0,5.2
2875.0,304.8,2.76425,Winter,21.31575,Rapeseed &Mustard,5.4,387.0,2.6
3334.0,10729.0,219.25266666666667,Kharif,29.031,Groundnut,7.2,391.0,3.9
2193.0,1875.0,116.0863333333333,Kharif,24.31033333333333,Sesamum,5.9,459.0,5.6
204915.0,459829.0,116.8306666666667,Kharif,27.23333333333333,Rice,5.2,224.0,3.9
150.0,570.0,149.31233333333333,Kharif,28.526,Dry chillies,5.4,323.0,4.5
19.0,46.0,158.65025,Summer,31.71475,Rice,6.6,216.0,4.8
26.0,14.0,232.22525,Summer,30.1495,Urad,5.9,347.0,2.4
3518.0,1279.0,185.58066666666667,Kharif,28.32633333333333,Arhar/Tur,7.2,413.0,1.3
565.0,1189.0,250.96275,Autumn,27.79825,Rice,5.1,487.0,4.4
12.0,7.0,409.5893333333333,Kharif,27.31433333333334,Maize,7.1,260.0,4.3
131.0,370.0,133.54325,Summer,26.246,Dry chillies,6.1,225.0,4.3
41764.0,21385.0,28.4335,Rabi,24.70825,Gram,6.9,404.0,4.0
1817.0,452.0,238.54066666666668,Kharif,26.52766666666666,Moong(Green Gram),6.2,468.0,4.6
9769.0,4934.0,18.248,Rabi,19.711,Rapeseed &Mustard,6.7,458.0,1.5
325.0,424.0,157.755,Kharif,26.574666666666666,Groundnut,6.7,339.0,1.6
210.0,374.0,165.4029832330014,Whole Year,20.439977094931926,Dry chillies,7.3,437.0,5.1
258.0,342.0,203.9635,Summer,30.98425,Maize,5.2,260.0,5.1
1581.0,2000.0,6.91075,Rabi,19.91375,Rapeseed &Mustard,6.0,465.0,2.5
2985.0,3197.0,146.80266666666668,Kharif,26.99366666666667,Groundnut,6.3,381.0,3.1
3892.0,23586.0,20.563,Rabi,24.80625,Onion,6.8,429.0,5.5
255.0,138.0,303.9239556026706,Whole Year,25.58939725761179,Dry chillies,7.5,267.0,4.0
291.0,266.0,58.37278267088779,Whole Year,28.248824944920248,Dry chillies,6.4,220.0,5.5
18.0,8.0,16.78175,Rabi,23.47775,Arhar/Tur,7.1,359.0,4.5
6818.0,6483.0,356.1446666666668,Kharif,24.67233333333333,Groundnut,5.8,313.0,1.4
23487.0,1366474.0,131.424,Kharif,28.79633333333334,Sugarcane,5.5,298.0,1.6
179.0,531.0,33.445951388888886,Whole Year,28.57970138888889,Potato,6.8,235.0,3.9
33313.0,46610.0,8.531,Rabi,19.33825,Rapeseed &Mustard,6.1,307.0,3.3
2071.0,599.0,21.96125,Rabi,22.21675,Moong(Green Gram),7.3,482.0,3.8
218.0,3335.0,24.593000000000004,Rabi,20.47175,Onion,5.3,245.0,2.8
1545.0,663.0,131.0366666666667,Kharif,19.774333333333328,Urad,6.7,315.0,4.0
136.0,95.0,15.16675,Rabi,24.2405,Moong(Green Gram),6.6,233.0,5.1
315.0,129.0,324.8989999999999,Kharif,25.254,Sesamum,7.5,489.0,4.3
185266.0,376514.0,105.2883514643165,Whole Year,27.626540765578536,Wheat,7.3,389.0,2.4
165.0,81.0,18.29975,Rabi,20.44875,Rapeseed &Mustard,6.4,258.0,5.3
976.0,268.0,21.568,Rabi,21.8665,Urad,6.0,338.0,1.5
81737.0,221134.0,143.72899999999996,Kharif,24.77633333333334,Maize,7.1,411.0,3.9
80.0,28.0,54.0035,Rabi,23.52475,Urad,5.3,439.0,1.1
2899.0,5734.0,14.1965,Rabi,20.7025,Rapeseed &Mustard,5.9,451.0,5.4
4858.0,54504.0,84.58008333333333,Whole Year,25.22916666666667,Potato,6.6,235.0,1.2
1409.0,2184.0,31.265,Kharif,27.51533333333333,Groundnut,5.3,369.0,3.7
128.0,1147.0,75.67929620394817,Whole Year,28.12956239207913,Onion,6.5,308.0,4.9
9203.0,31437.0,32.06225,Rabi,25.1225,Rice,6.9,467.0,5.5
250.0,741.0,333.348,Summer,25.44625,Rice,7.1,332.0,2.3
2330.0,1878.0,26.35925,Rabi,20.948,Rapeseed &Mustard,5.9,418.0,4.7
13030.0,19197.0,1.6775,Rabi,20.98,Wheat,6.2,245.0,1.2
2618.51,17347.63,22.9435,Rabi,19.4045,Potato,6.6,430.0,4.5
84456.0,170369.0,39.14199999999999,Rabi,21.119,Wheat,6.1,350.0,2.9
75.0,75.0,208.4476666666667,Kharif,27.373,Dry chillies,6.0,305.0,2.1
46.0,139.0,150.50079629127282,Whole Year,28.32897325705697,Sugarcane,5.7,360.0,1.2
5299.0,32381.0,59.13815904706791,Whole Year,27.98955536265432,Onion,5.0,494.0,4.5
1188.0,801.0,107.4323333333333,Kharif,27.045,Groundnut,5.7,389.0,3.0
34.0,1576.0,219.3363970149826,Whole Year,28.44254212825808,Sugarcane,5.9,415.0,1.7
1432.0,1320.0,141.8538223891551,Whole Year,28.91952625744068,Arhar/Tur,5.6,424.0,4.1
95.0,21.6,222.213,Summer,26.651,Urad,6.6,499.0,3.4
48.0,6.0,92.83700000000002,Autumn,22.29275,Urad,6.5,376.0,2.8
29066.0,66329.0,98.85033333333332,Kharif,25.35466666666666,Rice,6.7,247.0,2.9
7000.0,3661.0,160.1123333333333,Kharif,28.213,Urad,6.9,442.0,2.4
900.0,1700.0,239.52825,Summer,28.78175,Groundnut,6.7,210.0,1.5
127531.0,216441.0,131.409,Kharif,28.684,Rice,5.2,230.0,2.4
75000.0,196000.0,16.46425,Winter,22.3575,Rice,5.4,475.0,4.0
175.0,53.0,60.51524999999999,Rabi,24.105,Moong(Green Gram),5.7,352.0,2.2
4639.0,6821.0,164.80733333333333,Kharif,26.07,Groundnut,5.4,427.0,1.8
6975.0,861.0,69.25,Kharif,28.19233333333333,Urad,7.0,206.0,3.7
17500.0,6700.0,129.1446666666667,Kharif,26.693,Rice,7.0,242.0,1.9
4.0,0.6,110.985,Autumn,24.74175,Moong(Green Gram),6.5,404.0,2.8
100.0,100.0,137.741,Kharif,28.083,Arhar/Tur,7.3,422.0,5.1
82.0,440.0,250.3522676775898,Whole Year,27.930241171084628,Sugarcane,7.3,498.0,5.7
149.0,86.0,34.58625000000001,Rabi,22.5825,Rapeseed &Mustard,6.5,415.0,2.4
8294.0,18393.0,158.75333333333333,Kharif,27.253,Rice,6.4,499.0,4.2
7.0,18.0,12.768,Rabi,20.05925,Maize,7.1,446.0,2.8
1727.0,1960.0,11.7155,Rabi,21.86825,Rapeseed &Mustard,7.1,274.0,2.6
627.0,996.0,178.8266666666666,Kharif,28.21633333333333,Maize,5.4,321.0,5.0
1143.0,3580.0,129.4585753820461,Whole Year,26.997832864615717,Sugarcane,6.9,285.0,4.4
397000.0,1720000.0,4.3835,Rabi,18.83275,Wheat,5.3,375.0,4.6
1166.0,255.0,154.67533333333333,Kharif,24.72966666666667,Urad,6.0,454.0,2.3
